סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת,
17,מפלסים,668,699,475,2,473,95,19,0,1,0,0,2,0,7,0,0,0,0,0,0,100,15,34,58,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
9,מצפה אילן,1370,273,232,1,231,2,159,2,0,0,0,35,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,
5,נאעורה,524,1530,605,5,600,3,0,1,242,0,0,0,0,0,0,0,0,0,0,0,5,0,70,59,0,0,0,190,12,0,0,1,0,1,0,1,0,0,1,1,0,0,11,2,
17,נחל עוז,844,350,236,0,236,80,14,0,0,0,0,0,0,5,0,0,0,0,0,1,42,4,15,17,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,
2,נחליאל,3767,343,247,0,247,2,10,28,0,0,1,150,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,1,
18,ניצני סיני,1280,214,148,0,148,17,26,0,0,0,0,4,0,2,0,0,0,0,0,0,26,3,21,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,
18,נתיבות,246,25025,17601,102,17499,79,758,1268,4,0,2,1501,0,35,0,0,0,0,2,2,182,725,5388,30,3,5,0,3,237,0,1,0,0,1,2,4,3,3,46,5,3,0,6922,285,
5,עין חרוד מאוחד,82,692,496,2,494,149,27,2,0,0,0,6,0,2,0,0,0,0,0,0,99,15,22,57,0,0,0,0,84,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29,
3,עין קנייא,4502,165,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
3,עמוקה,1212,147,103,1,102,28,4,0,2,0,0,2,0,1,0,0,0,0,0,0,12,3,8,22,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
5,עפולה,7700,43422,25751,178,25573,653,1463,1242,29,2,1,1065,6,164,3,3,2,2,3,11,1264,2445,11058,288,5,3,2,6,2390,11,3,0,1,2,4,5,4,5,129,7,3,0,1919,1370,
18,ערד,2560,21593,12286,100,12186,392,373,3198,50,3,3,390,4,74,0,1,10,1,0,3,363,2296,2005,223,3,2,1,64,1924,9,2,0,0,4,3,0,2,2,80,1,4,0,195,501,
9,ערערה,637,13695,5352,66,5286,27,0,0,3225,1,0,0,0,14,4,0,0,0,0,1,4,0,51,236,0,1,3,1627,22,0,1,2,1,3,1,1,1,1,0,0,2,0,4,53,
9,פוריידיס,537,8926,2591,45,2546,20,1,0,931,0,0,2,0,32,2,2,0,0,0,0,5,0,173,227,0,0,1,1017,24,0,2,0,0,1,0,1,0,0,0,0,1,0,95,9,
18,פטיש,749,671,531,2,529,6,40,4,0,0,0,35,0,1,0,0,0,0,0,0,23,0,241,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,138,31,
5,פרזון,2053,342,237,3,234,8,22,3,0,0,0,14,0,2,0,0,0,0,0,0,18,0,132,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,13,14,
11,פתח תקווה,7900,194320,128425,568,127857,5254,11311,5375,78,6,5,8914,29,1164,7,8,5,6,16,55,9097,9888,35104,2861,18,14,5,13,20979,39,11,4,7,7,16,11,18,19,547,36,16,0,9391,7523,
3,צבעון,1213,177,150,0,150,43,5,1,1,0,0,3,0,4,0,0,0,0,0,0,5,6,11,39,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,
2,צפרירים,1079,319,223,0,223,39,8,5,2,0,0,3,0,1,0,0,0,0,0,0,17,4,57,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,19,15,
3,קדרים,1211,195,141,0,141,40,8,0,0,0,0,2,1,1,0,0,0,0,0,0,12,1,11,22,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
8,קרית אתא,6800,47608,29412,189,29223,792,1950,556,13,2,2,1330,6,248,1,0,1,0,2,13,1714,2070,12345,278,3,2,5,5,3447,3,5,1,2,1,5,2,3,6,131,9,2,0,2471,1797,
8,קרית ביאליק,9500,35443,21607,116,21491,993,1364,175,10,3,0,325,7,197,1,1,2,2,2,15,1855,1942,6964,508,4,4,0,4,4615,7,3,1,2,1,5,1,1,5,98,8,5,0,683,1678,
17,קרית גת,2630,43396,27158,200,26958,447,1319,1979,6,3,0,1686,10,139,1,1,1,3,3,35,1205,2811,10192,141,1,10,1,6,1866,7,1,1,1,1,5,5,9,7,104,9,7,0,3537,1398,
17,קרית מלאכי,1034,17485,10922,76,10846,112,563,570,4,0,1,1791,2,62,1,0,0,1,2,10,505,180,4550,28,3,2,2,3,241,1,1,2,0,1,1,1,1,6,45,6,2,0,1834,312,
2,קרית ענבים,78,328,211,0,211,55,5,0,2,0,0,0,0,0,0,0,0,0,0,0,21,6,17,35,0,0,0,0,54,0,0,0,0,0,0,0,0,0,2,0,0,0,2,12,
13,ראשון לציון,8300,208797,134508,572,133936,6375,8336,726,74,11,7,3722,38,1479,6,1,10,5,10,66,12444,10857,42313,3247,10,10,7,18,28289,31,13,1,5,8,10,8,12,13,645,51,9,0,5107,9962,
18,רהט,1161,35764,17087,200,16887,75,13,10,3735,3,2,1,1,507,4,2,3,5,3,8,42,10,1026,470,2,6,7,10626,89,4,5,7,9,2,7,11,16,10,5,11,12,0,14,124,
13,רחובות,8400,109092,72849,306,72543,4800,4967,2585,103,6,6,4493,10,675,0,1,2,5,3,20,5370,4383,19102,3348,6,9,4,23,13112,26,6,0,3,4,4,8,5,10,314,15,9,0,4903,4203,
9,ריחן,3568,220,174,1,173,18,29,1,0,0,0,9,0,4,0,0,0,0,0,0,12,10,38,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,2,0,0,0,2,11,
18,שחרות,1266,139,82,0,82,21,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6,3,6,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,
2,אבו גוש,472,4961,1994,47,1947,18,4,4,951,0,0,1,0,7,1,0,0,0,0,1,13,4,476,68,0,1,0,331,46,0,0,0,1,0,1,0,1,0,3,0,0,0,13,2,
3,אביבים,1115,342,243,1,242,0,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,88,1,
5,אביטל,2052,397,299,0,299,4,14,0,0,0,0,30,0,2,0,0,0,0,0,0,19,3,180,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,29,13,
3,אודם,4010,122,95,1,94,17,12,0,0,0,0,0,0,4,0,0,0,0,0,0,14,2,9,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,
9,אור עקיבא,1020,16288,9672,51,9621,194,643,93,1,1,1,354,3,97,0,0,0,0,1,4,284,882,4655,91,1,7,0,1,829,1,3,0,0,0,1,2,0,1,39,1,1,0,941,489,
18,אילות,1126,265,169,0,169,43,5,0,1,0,0,0,0,3,0,0,0,0,0,0,28,6,16,24,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,
11,אלעד,1309,22029,17852,95,17757,20,192,6264,1,1,0,1892,1,6,0,0,1,0,0,0,11,6,743,6,0,0,0,2,19,1,0,0,0,0,0,0,1,6,30,1,9,0,8506,38,
2,אפרת,3650,7611,5660,16,5644,70,2429,34,0,0,0,1439,0,2,0,0,0,0,3,0,95,16,927,26,0,0,0,0,138,1,0,0,0,0,1,0,0,0,74,0,1,0,88,300,
2,בית שמש,2610,69429,42775,305,42470,307,2734,15242,13,2,6,4398,5,99,1,1,5,2,9,26,756,1078,7771,125,2,3,2,9,1001,6,2,0,1,2,1,0,4,8,194,13,7,0,7745,890,
2,ביתר עילית,3780,27647,21376,202,21174,21,78,12752,2,0,0,2124,1,6,0,0,0,0,0,1,13,3,342,3,0,0,0,2,23,0,0,0,0,1,0,0,0,0,39,0,0,0,5734,29,
12,בן שמן כפר נוער,1084,234,154,0,154,19,8,0,1,0,0,2,0,4,0,0,0,0,0,0,14,0,20,19,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,
9,בנימינהגבעת עדה,9800,10500,7670,20,7650,1243,451,11,18,1,0,113,1,65,0,0,0,1,0,1,873,217,1257,866,1,0,0,2,1987,2,0,0,0,0,0,0,2,0,29,1,1,0,119,388,
5,בסמת טבעון,944,5494,1792,37,1755,29,5,3,325,0,0,4,0,14,2,2,0,1,0,2,8,3,303,99,0,1,0,893,36,0,1,1,1,0,0,0,0,4,0,1,0,0,2,15,
16,בת ים,6200,123920,60202,479,59723,1836,2849,500,102,5,7,2244,19,594,0,4,1,1,5,32,2982,9081,21360,1000,14,11,2,23,8211,20,7,5,2,10,12,7,6,6,392,17,8,0,5169,3179,
2,גבע בנימין,3763,3337,2233,11,2222,20,182,34,0,0,0,413,0,12,0,0,1,0,0,0,66,55,856,10,0,0,0,0,81,1,1,0,0,0,1,0,0,0,15,0,0,0,410,64,
11,גבעת שמואל,681,18823,14036,42,13994,656,3368,149,22,0,3,2092,0,80,0,0,0,0,5,2,889,214,2922,393,2,0,0,7,1645,4,1,0,0,0,0,1,1,0,32,2,0,0,694,810,
5,גזית,457,655,467,0,467,86,11,0,1,0,1,2,0,8,0,0,0,0,0,0,45,19,16,167,0,0,0,0,96,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,
13,גן הדרום,1072,350,266,1,265,18,22,2,0,0,0,2,0,2,0,0,0,0,0,0,38,4,83,13,0,0,0,0,60,1,0,0,0,0,0,0,0,0,3,0,0,0,2,15,
2,גפן,39,270,207,1,206,3,8,2,0,0,0,15,0,0,0,0,0,0,0,0,2,3,125,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,
18,גרופית,1129,284,166,0,166,41,3,0,0,0,0,1,0,2,0,0,0,0,0,0,13,6,20,16,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
3,דישון,2063,306,200,2,198,7,10,2,0,0,0,11,0,4,0,0,0,1,0,0,20,4,94,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,16,18,
19,הוד השרון,9700,47577,35412,71,35341,3970,1572,100,38,3,4,574,3,334,0,0,2,2,2,5,4537,1184,6389,2869,1,1,0,1,10746,3,1,1,0,1,1,1,3,2,134,6,0,0,683,2168,
18,הוזייל שבט,956,1130,313,5,308,5,1,0,42,0,0,0,0,0,0,1,0,0,0,0,0,1,22,7,1,0,0,222,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,
5,זרזיר,975,5547,1907,16,1891,28,0,0,178,0,0,1,1,6,0,1,0,0,0,4,14,2,274,75,1,0,0,968,29,0,0,0,1,1,0,2,0,3,3,0,1,0,5,293,
13,חפץ חיים,363,345,290,1,289,1,83,8,0,0,0,132,0,1,0,0,0,0,0,0,0,2,52,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,
3,יסוד המעלה,29,1301,917,0,917,113,57,1,1,0,0,47,0,16,0,0,0,0,0,1,195,26,179,53,0,0,0,0,156,0,0,0,0,0,0,0,0,1,2,0,0,0,5,64,
1,ירושלים,3000,423130,250088,1439,248649,9846,16529,58585,2763,17,13,23039,44,1058,10,7,46,5,31,36,8181,4886,51238,9177,19,20,5,386,13960,50,12,6,5,13,12,14,15,36,879,46,62,0,39151,8447,
18,כמהין,1291,143,95,1,94,23,15,0,0,0,0,3,0,2,0,0,0,0,0,0,12,4,8,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
13,כפר בילו,177,879,683,1,682,123,25,2,0,0,3,2,0,5,0,0,0,0,0,0,124,21,79,74,0,0,0,0,182,0,1,0,0,0,0,0,0,0,1,0,0,0,4,36,
8,כפר גלים,427,106,58,0,58,4,3,1,0,0,0,0,0,2,0,0,0,0,0,0,3,8,24,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
3,כפר הנשיא,443,714,404,1,403,93,20,0,3,0,0,5,0,4,0,0,0,0,0,0,44,6,28,72,0,0,0,0,100,0,0,0,0,0,0,0,0,0,11,0,0,0,2,15,
8,כפר חסידים א,112,527,392,1,391,21,56,18,0,0,0,44,0,1,0,0,0,0,0,0,32,20,63,7,0,0,0,0,95,0,0,0,0,0,0,0,0,0,1,0,0,0,12,21,
4,כפר כמא,508,2642,871,13,858,171,2,0,32,0,0,0,0,26,0,0,0,0,1,0,173,20,77,97,0,0,1,26,172,1,0,0,0,0,0,0,0,1,3,1,0,0,4,50,
19,כפר מלל,98,280,223,0,223,37,8,0,0,0,0,3,0,6,0,0,0,0,0,0,48,8,31,27,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
19,כפר סבא,6900,81178,56750,159,56591,5932,3261,241,85,8,7,1538,14,518,1,1,11,3,3,16,6217,2553,11874,4181,7,3,1,17,14866,6,1,2,0,2,3,3,9,6,225,19,8,0,1559,3390,
11,כפר סירקין,249,989,787,2,785,127,29,0,0,0,0,10,0,11,0,0,0,0,0,1,208,32,74,68,0,0,0,0,187,0,0,0,0,0,0,0,0,0,2,1,0,0,2,33,
2,כפר עציון,3488,488,378,1,377,7,162,2,0,0,0,66,0,0,0,0,0,0,0,0,12,0,85,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,
3,כפר שמאי,605,337,240,0,240,4,11,4,0,0,0,53,0,0,0,0,0,0,1,0,4,2,109,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,28,5,
12,כרמי יוסף,1264,1415,1102,0,1102,160,37,5,1,0,1,15,0,5,0,0,0,0,0,0,159,43,124,166,0,1,0,0,327,0,0,0,0,0,0,0,0,0,5,0,0,0,2,51,
18,לוטן,1255,166,97,0,97,31,3,0,1,0,1,0,0,1,0,0,0,0,0,0,3,7,5,21,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
17,מבקיעים,573,370,266,1,265,13,29,1,1,0,0,7,0,6,0,0,0,0,0,0,18,3,102,6,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,
2,מבשרת ציון,1015,19158,13356,25,13331,1056,776,50,28,1,1,609,4,102,0,0,3,1,2,5,1339,335,4255,1192,1,0,0,2,2146,1,0,0,0,0,0,2,1,1,26,8,0,0,659,725,
5,מגדל העמק,874,21363,12935,103,12832,252,520,186,5,1,0,805,2,74,1,0,2,0,2,3,385,2097,4873,86,2,1,0,2,889,2,0,0,1,0,1,2,0,2,54,4,2,0,1995,581,
12,מודיעיןמכביםרעות,1200,65214,48856,131,48725,4233,5881,191,38,1,4,1908,6,390,0,0,3,5,2,7,5170,1670,9876,2812,0,0,0,0,11782,10,2,1,0,0,1,2,0,3,172,22,5,0,806,3722,
2,מוצא עילית,208,943,652,0,652,107,24,2,8,0,0,10,0,8,0,0,0,0,0,0,106,17,87,96,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,
5,מוקייבלה,635,2632,947,17,930,3,0,0,457,0,0,0,0,1,0,0,0,0,0,1,3,0,23,17,0,0,0,419,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,
11,מזור,606,830,638,1,637,95,27,0,2,0,2,3,0,6,0,0,0,0,0,0,108,17,60,52,0,0,0,0,228,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,
13,מחנה תל נוף,1412,179,131,0,131,12,19,0,0,0,0,1,0,0,0,0,0,0,0,0,24,3,24,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9,
5,מלאה,164,277,220,1,219,3,11,1,0,0,0,10,0,2,0,0,0,0,0,0,6,2,137,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,
3,מנרה,347,210,147,0,147,56,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22,5,4,24,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,
9,מעין צבי,290,676,476,0,476,105,17,1,0,0,0,4,0,2,0,0,0,0,0,0,83,10,26,57,0,0,0,0,141,0,0,0,0,0,0,0,0,0,4,1,0,0,2,23,
11,מעש,230,669,523,1,522,71,23,4,1,0,3,14,0,11,0,0,0,0,0,0,84,21,95,34,0,0,0,0,138,0,0,0,0,0,0,0,0,0,1,0,0,0,5,17,
3,מרגליות,843,338,189,1,188,5,19,2,0,0,0,6,0,1,0,0,0,0,0,0,23,2,72,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,9,21,
3,משגב עם,378,257,173,0,173,67,2,0,0,0,0,0,0,5,0,0,0,0,0,0,12,15,6,15,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,
18,נאות סמדר,1197,262,160,0,160,55,0,0,2,0,0,0,0,2,0,0,0,0,0,0,20,0,11,41,0,0,0,0,20,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6,
3,נווה אטיב,4303,175,105,2,103,7,9,0,0,0,1,3,1,0,0,0,1,0,0,0,10,1,25,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
2,נווה דניאל,3725,1572,1164,2,1162,12,526,8,0,0,0,358,0,1,0,0,1,0,0,0,14,3,146,2,0,0,0,0,9,1,1,0,1,0,0,0,0,0,21,2,0,0,4,52,
9,נווה ים,312,210,153,0,153,29,16,0,0,0,0,9,0,5,0,0,0,0,0,0,13,5,39,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,
5,ניין,523,1371,740,27,713,8,0,0,159,0,0,0,0,1,0,0,0,0,0,0,1,1,358,32,0,0,0,138,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,
17,ניצן ב,1419,542,340,0,340,3,36,2,0,0,1,97,0,0,0,0,0,0,0,0,4,0,142,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,28,13,
18,ניצנה קהילת חינוך,1195,229,63,1,62,6,6,0,1,0,0,3,0,0,0,0,0,0,0,0,9,10,8,3,0,0,0,3,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,
5,סולם,526,2077,824,5,819,7,1,0,418,0,0,0,0,7,0,0,0,0,0,0,6,0,38,65,0,0,0,254,18,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,
18,סמר,1156,236,142,0,142,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,3,1,63,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,
17,עוזה,826,362,260,0,260,1,10,6,0,0,0,44,0,1,0,0,0,0,0,0,6,0,110,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,76,3,
5,עוזייר,528,2104,898,7,891,2,0,0,295,0,0,0,0,4,0,0,0,0,0,0,0,0,17,21,0,0,0,526,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,2,
3,עין זיוון,4503,295,204,0,204,48,9,0,0,0,0,1,0,3,0,0,0,0,0,0,20,14,22,21,0,0,0,0,44,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,
3,צפת,8000,23806,13334,103,13231,115,518,1943,63,0,1,2168,2,23,1,0,5,1,1,2,246,792,4141,77,2,3,1,37,371,1,0,0,1,1,4,3,4,9,124,1,4,0,2322,244,
18,קלחים,414,373,279,1,278,50,16,0,0,0,0,7,0,1,0,0,0,0,0,0,18,4,84,29,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,22,16,
3,קלע,4024,236,145,0,145,19,5,0,0,0,0,2,0,4,0,0,0,0,0,1,7,16,30,7,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,
8,קרית ים,9600,36295,19391,167,19224,490,945,66,5,0,2,398,5,174,0,0,2,2,2,7,868,3409,7899,177,6,6,2,8,2505,3,3,1,4,1,10,4,2,2,101,9,4,0,813,1289,
2,קרית יערים,1137,3391,2500,12,2488,9,23,1659,0,0,0,185,0,2,0,0,0,0,0,0,6,0,81,3,0,0,0,0,6,1,0,0,1,1,0,0,0,0,31,0,2,0,468,10,
8,קרית מוצקין,8200,39426,24409,137,24272,1129,1675,65,14,6,2,503,10,236,0,3,1,1,2,17,2122,2307,7738,503,4,2,2,3,5067,2,2,2,0,0,3,2,2,2,103,12,5,0,677,2048,
11,ראש העין,2640,46544,34841,104,34737,1759,2600,534,21,1,2,2083,12,384,1,0,1,2,4,5,3677,1139,10609,972,4,1,0,3,5718,7,2,2,3,2,2,0,1,2,164,15,2,0,2844,2159,
12,רמלה,8500,56406,31730,362,31368,613,1325,122,1946,4,1,1118,3,210,6,4,2,3,5,11,968,1359,14159,533,2,6,2,1756,1896,6,1,2,1,7,5,5,6,10,121,9,6,0,3765,1370,
19,רעננה,8700,66998,44677,138,44539,3526,5262,488,44,3,2,2017,4,301,0,0,2,0,3,12,4853,1349,8773,2991,4,0,2,6,10621,5,2,1,1,3,0,1,5,3,169,11,2,0,1627,2446,
5,שבלי  אום אלגנם,913,4323,1612,19,1593,56,0,1,435,0,0,3,1,0,3,0,1,0,0,1,18,8,72,67,0,0,0,812,41,1,1,2,0,0,0,0,1,0,0,0,0,0,18,51,
4,שדה אילן,721,396,319,0,319,3,112,5,0,0,0,57,0,2,0,1,0,0,0,0,22,1,66,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,6,30,
18,שדה צבי,2049,427,317,1,316,34,18,1,0,0,0,19,0,6,0,0,0,0,0,0,29,4,116,9,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,36,8,
2,שורש,456,1067,476,1,475,64,45,2,0,0,1,10,0,4,0,0,0,0,0,0,41,38,75,52,0,0,0,0,108,0,0,0,0,0,0,0,0,0,4,0,0,0,3,28,
3,שעל,4009,224,167,2,165,21,5,0,0,0,2,9,0,1,0,0,0,0,0,0,14,7,41,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,6,13,
9,שער מנשה,921,122,13,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,
3,שפר,846,327,209,2,207,11,7,3,0,0,1,12,0,4,0,0,0,0,0,0,12,6,111,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,11,7,
5,תל יוסף,84,369,276,0,276,72,5,0,0,0,0,4,0,8,0,0,0,0,0,0,53,8,10,32,0,0,0,0,71,0,0,0,0,0,0,0,0,0,4,0,0,0,2,7,
2,תלם,3719,215,156,0,156,1,30,3,0,0,0,88,0,1,0,0,1,0,0,0,0,1,22,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,
17,אור הנר,67,625,483,2,481,130,28,0,1,0,0,2,0,4,0,0,0,0,0,0,97,19,26,52,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,
16,אזור,565,9930,6568,35,6533,338,435,41,9,0,0,164,2,80,0,0,0,0,0,2,564,273,2261,163,0,0,0,3,1139,1,1,0,0,0,1,1,1,0,32,4,1,0,669,348,
12,אחיעזר,797,1217,1008,3,1005,3,71,21,0,0,0,81,0,3,0,0,0,0,0,0,3,0,344,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,453,10,
3,איילת השחר,77,813,576,2,574,170,13,1,0,0,0,2,1,7,1,0,0,0,0,0,76,25,48,61,0,0,0,0,140,1,0,0,0,0,0,0,0,0,2,0,0,0,1,25,
3,אלוני הבשן,4017,213,151,3,148,5,42,1,0,0,1,44,0,0,0,0,0,0,0,0,2,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,1,6,
17,אליאב,1365,262,240,1,239,39,55,0,0,0,0,6,0,3,0,0,0,0,0,0,36,0,17,12,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,
2,אלעזר,3618,1485,1124,0,1124,13,426,3,0,0,0,397,0,3,0,0,0,0,0,0,9,1,189,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,11,57,
4,אפיקים,176,1094,729,3,726,278,16,2,1,0,0,1,0,5,0,0,1,0,0,0,74,29,37,92,0,0,0,0,164,0,0,0,0,0,0,0,0,0,2,1,0,0,3,20,
17,ארז,714,451,324,1,323,92,14,0,0,0,0,2,0,6,0,0,0,0,0,0,68,11,15,45,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,
2,בית אל,3574,3402,2606,6,2600,5,293,26,0,0,1,1944,0,3,0,0,0,0,0,0,3,2,248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,35,22,
5,בלפוריה,94,420,331,0,331,39,21,0,1,0,0,11,0,10,0,0,0,0,0,1,55,20,52,25,0,0,0,0,65,0,0,0,0,0,0,0,0,0,2,0,0,0,3,26,
15,בני ברק,6100,112807,83372,770,82602,210,677,50181,11,2,0,3653,5,79,2,1,4,0,4,3,283,342,3121,118,5,0,0,7,545,6,0,1,1,1,2,4,0,3,74,3,7,0,22917,330,
13,בני דרום,592,501,428,2,426,18,190,1,0,0,0,93,1,2,0,0,0,0,0,0,10,2,66,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,
13,גאליה,853,843,649,1,648,56,29,2,0,0,0,10,0,2,0,0,0,0,0,0,102,24,121,47,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,
5,גבע,86,524,383,0,383,128,5,0,0,0,0,1,0,3,0,0,0,0,0,0,72,11,8,43,0,0,0,0,106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,
18,גילת,736,1060,754,10,744,13,84,5,0,0,0,49,1,5,0,0,0,0,0,0,79,5,374,6,0,0,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,29,45,
12,גמזו,745,682,535,2,533,11,199,7,0,0,0,160,0,1,0,0,0,0,0,0,9,1,93,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,20,15,
13,גן שורק,311,271,201,0,201,26,17,0,1,0,0,2,0,0,0,0,0,0,0,0,41,5,29,13,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
4,האון,702,148,85,0,85,29,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,12,4,0,0,0,0,17,0,0,0,0,0,0,1,0,0,3,0,0,0,2,6,
19,חגור,717,726,579,1,578,68,48,1,0,0,1,15,0,6,0,0,0,0,0,0,63,11,110,29,1,0,0,0,171,0,0,0,0,0,0,0,0,1,5,1,0,0,9,38,
16,חולון,6600,159282,97226,523,96703,4585,5817,679,66,11,13,2798,25,1061,1,3,2,1,9,39,7333,6017,33538,2365,6,3,2,12,16497,27,19,3,1,7,13,7,8,15,409,35,13,0,8751,6512,
3,חצור הגלילית,2034,7286,4854,24,4830,62,214,754,0,0,0,306,0,21,0,0,0,0,0,0,122,183,2219,15,0,0,0,1,104,0,1,0,0,0,0,0,0,0,17,2,0,0,673,136,
13,יבנה,2660,34792,24695,123,24572,971,1744,143,7,2,0,1065,1,236,0,1,0,0,1,10,2021,863,9165,501,1,4,0,5,3833,5,4,0,1,3,1,2,1,5,75,10,4,0,2472,1415,
